207,2016-09-19 07:34:04,Agropecuária AH e Marfrig fazem o primeiro embarque de carne in-natura para o EUA.,agropecuaria-ah-e-marfrig-fazem-o-primeiro-embarque-de-carne-in-natura-para-o-eua,"<p>No &uacute;ltimo dia 18/09/16 a&nbsp;Agropecu&aacute;ria AH e Marfrig realizaram o&nbsp;primeiro embarque de carne in-natura para o EUA. Presentes neste momento importante para cadeia produtiva da bovinocultura,&nbsp;Marcos Molina, Presidente do Conselho do Grupo Marfrig e Helder H&ouml;fig, CEO da Agropecu&aacute;ria AH.&nbsp;</p>",,,pt,
208,2016-09-19 08:53:07,A Agropecuária AH recebe o Governador do Mato Grosso do Sul Reinaldo Azambuja.,a-agropecuaria-ah-recebe-o-governador-do-mato-grosso-do-sul-reinaldo-azambuja,"<p>No &uacute;ltimo dia 18/09/2016, a&nbsp;Agropecu&aacute;ria AH recebe&nbsp;o Governador do Mato Grosso do Sul Reinaldo Azambuja. Entre os presentes, a&nbsp;equipe gerencial Agropecu&aacute;ria AH e autoridades da regi&atilde;o.</p>",,,pt,
209,2016-09-21 17:53:00,A Fundação AH comemora o Dia da Árvore com as crianças,a-fundacao-ah-comemora-o-dia-da-arvore-com-as-criancas,"<p>A AH realizou no dia 21/09/2016 com apoio do funcion&aacute;rio agr&ocirc;nomo Jos&eacute; Edvaldo, junto as crian&ccedil;as da funda&ccedil;&atilde;o AH,&nbsp;o plantio de &aacute;rvores em comemora&ccedil;&atilde;o ao Dia da &Aacute;rvore.&nbsp;</p>",Comemoração dia da Árvore - Fundação AH,,pt,
210,2016-09-26 04:53:15,Fundação AH é reconhecida como utilidade pública no município de Brasilândia/MS.,fundacao-ah-e-reconhecida-como-utilidade-publica-no-municipio-de-brasilandiams,"<p style=""text-align: justify;"">A Funda&ccedil;&atilde;o AH foi condecorada em 09 de setembro de 2016, com o t&iacute;tulo de Institui&ccedil;&atilde;o de Utilidade P&uacute;blica do Munic&iacute;pio de Brasil&acirc;ndia/MS.</p>

<p style=""text-align: justify;"">O Governador&nbsp; Reinaldo Azambuja, Prefeito Municipal Jorge Diogo, Deputado Estadual Beto Pereira, Vereador Joaquim Martos (kinka), Secret&aacute;rio de Administra&ccedil;&atilde;o do munic&iacute;pio de Brasil&acirc;ndia Firmino Campos, e outras autoridades, participaram da solenidade de entrega da Lei n. 1689/2016 , para o Presidente da Funda&ccedil;&atilde;o AH, Sr Helder H&ouml;fig, durante visita das instala&ccedil;&otilde;es&nbsp; da Fazenda C&oacute;rrego Azul, ocorrida em 18 de setembro de 2016.</p>",,,pt,
211,2016-09-23 04:39:29,A Agropecuária AH  realizou a XII SIPATR – Semana Interna de Prevenção de Acidentes no Trabalho Rural,a-agropecuaria-ah-realizou-a-xii-sipatr-semana-interna-de-prevencao-de-acidentes-no-trabalho-rural,"<p style=""text-align: justify;"">A Agropecu&aacute;ria AH&nbsp; realizou no dia 22/09/2016 a XII&nbsp;SIPATR &ndash; Semana Interna de Preven&ccedil;&atilde;o de Acidentes no Trabalho Rural da fazenda. Presentes 190 colaboradores.</p>

<p style=""text-align: justify;"">A Legisla&ccedil;&atilde;o da SIPATR est&aacute; prevista na Portaria N&deg; 3.214, NR 31, item 31.7.9 letra &ldquo;j&rdquo;, &ldquo;Propor atividades que visem despertar o interesse dos trabalhadores pelos assuntos e preven&ccedil;&atilde;o de acidentes de trabalho, inclusive a semana interna de preven&ccedil;&atilde;o de acidentes no trabalho rural&rdquo; e tem como finalidade b&aacute;sica divulgar, orientar e promover a preven&ccedil;&atilde;o de acidentes, seguran&ccedil;a e sa&uacute;de no trabalho rural, al&eacute;m de resgatar nos funcion&aacute;rios valores e cuidados esquecidos pela correria do dia-a-dia ou muitas vezes pelo excesso de confian&ccedil;a.</p>

<p style=""text-align: justify;"">Com o apoio da CIPATR &ndash; Comiss&atilde;o Interna de Preven&ccedil;&atilde;o de Acidentes do Trabalho Rural, da fazenda, essas atividades n&atilde;o s&oacute; transmitem essa ideia de seguran&ccedil;a como tamb&eacute;m, estimulam a vontade de praticar a seguran&ccedil;a, desenvolvendo a consci&ecirc;ncia de como &eacute; importante eliminar ou tentar neutralizar a ocorr&ecirc;ncia de acidentes do trabalho e de criar uma atitude vigilante, permitindo reconhecer e corrigir condi&ccedil;&otilde;es e pr&aacute;ticas nocivas ao ambiente de trabalho.</p>

<p style=""text-align: justify;"">Programa&ccedil;&atilde;o:&nbsp;</p>

<p>1- Palestra sobre Drogas &ndash; Soldado Alexandre Bueno &ndash; Policial Militar &nbsp;<br />
2 - Palestra Educa&ccedil;&atilde;o Sexual- Psic&oacute;loga Julia Hofig&nbsp;<br />
3 - Palestra Viol&ecirc;ncia Dom&eacute;stica e Familiar contra a mulher &ndash; Delegado Thiago&nbsp;<br />
4 -&nbsp;Palestra sobre DST/AIDS &ndash; Mirele e Carmem &ndash; Secretaria de Sa&uacute;de (posto de sa&uacute;de)</p>

<p>&nbsp;</p>",XII SIPATR – Semana Interna de Prevenção de Acidentes no Trabalho Rural,,pt,
212,2016-09-26 07:04:29,A AH  inaugura o “Espaço Comunitário Toca da Onça” na Fazenda Córrego Azul.,a-ah-inaugura-o-espaco-comunitario-toca-da-onca-na-fazenda-corrego-azul,"<p style=""text-align: justify;"">No dia 24/09/2016 foi inaugurado o &ldquo;Espa&ccedil;o Comunit&aacute;rio Toca da On&ccedil;a&rdquo; na Fazenda C&oacute;rrego Azul. A constru&ccedil;&atilde;o do espa&ccedil;o partiu da idealiza&ccedil;&atilde;o da diretoria da Agropecu&aacute;ria em parceria com a Funda&ccedil;&atilde;o AH e a contribui&ccedil;&atilde;o de todos os moradores com um mutir&atilde;o. O espa&ccedil;o conta com a instala&ccedil;&atilde;o de um parquinho Ecol&oacute;gico, uma &aacute;rea coberta e um Pomar e Horta Org&acirc;nica Comunit&aacute;ria, nos quais os moradores poder&atilde;o desfrutar de alimentos saud&aacute;veis e frescos, por pre&ccedil;o de custo. Para a inaugura&ccedil;&atilde;o, foi realizada uma apresenta&ccedil;&atilde;o musical de flautas das crian&ccedil;as da Funda&ccedil;&atilde;o, assim como uma apresenta&ccedil;&atilde;o de poesias que foram feitas pelas pr&oacute;prias crian&ccedil;as. Para deixar a festa ainda melhor, a Funda&ccedil;&atilde;o AH forneceu frutas, salada de frutas, suco natural e picol&eacute; e as fam&iacute;lias trouxeram pratos de doce ou salgado. O intuito do espa&ccedil;o &eacute; oportunizar &agrave;s fam&iacute;lias da comunidade um local para o conv&iacute;vio, coopera&ccedil;&atilde;o, momentos de lazer e de cultura.</p>",,6eCS0AAu0G0,pt,
213,2016-09-29 09:00:00,A  AH realizou Semana Interna de Prevenção de Acidente do Trabalho Rural na Fazenda Ouro Verde.,a-ah-realizou-semana-interna-de-prevencao-de-acidente-do-trabalho-rural-na-fazenda-ouro-verde,"<p style=""text-align:justify"">Na noite do dia 29 de setembro de 2016 ocorreu a Semana Interna de Preven&ccedil;&atilde;o de Acidente do Trabalho Rural na Fazenda Ouro Verde.</p>

<p style=""text-align:justify"">No evento foi abordado&nbsp;as palestras sobre&nbsp;Sedentarismo e preven&ccedil;&atilde;o&nbsp;de doen&ccedil;as card&iacute;acas, Educa&ccedil;&atilde;o financeira e Drogas e &aacute;lcool (Depend&ecirc;ncia Qu&iacute;mica). Participaram cerca de 60 pessoas entre funcion&aacute;rios e membros da comunidade.</p>

<p style=""text-align:justify"">As crian&ccedil;as da Funda&ccedil;&atilde;o AH&nbsp;aproveitaram a oportunidade e&nbsp;apresentaram sobre lixo e reciclagem, informando a situa&ccedil;&atilde;o do lixo no Brasil, assim como o tempo de decomposi&ccedil;&atilde;o. Cada crian&ccedil;a representou uma lata de lixo, informando a separa&ccedil;&atilde;o de cada lixeira. A monitora finaliza apresenta&ccedil;&atilde;o questionando como reduzir o lixo, e surgiram v&aacute;rias sugest&otilde;es, incluindo o&nbsp;das crian&ccedil;as.&nbsp;</p>",,,pt,
214,2016-10-11 15:03:00,CEO da Agropecuária AH Helder Höfig visita programa avaliação em touros da raça Angus nos USA,ceo-da-agropecuaria-ah-helder-hofig-visita-programa-avaliacao-em-touros-da-raca-angus-nos-usa,"<p>Em visita ao Midland Bull Test no estado de Montana/USA, Helder H&ouml;fig visitou um dos maiores programas de avalia&ccedil;&atilde;o de efici&ecirc;ncia alimentar em touros da ra&ccedil;a Angus, o objetivo da visita foi agregar conhecimento para aplicar a avalia&ccedil;&atilde;o de efici&ecirc;ncia alimentar no rebanho Nelore da Agropecu&aacute;ria AH e Parceiros a partir do pr&oacute;ximo ano.</p>

<p>&nbsp;</p>",,,pt,
215,2016-10-13 19:40:00,Mirim da Fundação AH participa de Concurso Nacional Novos Poetas e poesia é publicada em livro,mirim-da-fundacao-ah-participa-de-concurso-nacional-novos-poetas-e-poesia-e-publicada-em-livro,"<p style=""text-align:justify"">A mirim Bruna Aparecida Neves Mendon&ccedil;a participou recentemente do Concurso Nacional Novos Poetas - Pr&ecirc;mio Sarau Brasil 2016. O poema &ldquo;Amar o Mar&rdquo;, escrito pela estudante foi classificado entre os 250 melhores do Pa&iacute;s e publicado no livro &ldquo;Antologia Po&eacute;tica&rdquo;, do Pr&ecirc;mio Sarau Brasil 2016, na p&aacute;gina 86.&nbsp;</p>

<p style=""text-align:justify"">Segundo o coordenador do Instituto Mirim, Jos&eacute; Carlos Guedes, a estudante participou do concurso atrav&eacute;s do convite e incentivo da psic&oacute;loga Julia Archangelo Guimar&atilde;es H&ouml;fig e da coordenadora pedag&oacute;gica da Funda&ccedil;&atilde;o AH, Fabiana Alves de Souza.&nbsp;</p>

<p style=""text-align:justify"">Guedes explica que o Concurso Nacional Novos Poetas, Pr&ecirc;mio Sarau Brasil 2016 foi realizado por edital p&uacute;blico que recebeu no per&iacute;odo de 20 de fevereiro a 5 de junho deste ano, o total de 2.703 inscri&ccedil;&otilde;es. Participaram da atividades adolescentes acima de 16 anos de todo Brasil.&nbsp;</p>

<p style=""text-align:justify"">Para a psic&oacute;loga Julia, &eacute; um orgulho para a Funda&ccedil;&atilde;o AH e para o Instituto Mirim ter o reconhecido a n&iacute;vel nacional de um trabalho desenvolvido por um mirim do munic&iacute;pio. &ldquo;&Eacute; o primeiro dos trabalhos que a Funda&ccedil;&atilde;o estar&aacute; fazendo em parceria com o IMB. Estamos montando v&aacute;rios projetos e oficinas para valoriza&ccedil;&atilde;o dos poetas da nossa regi&atilde;o, estimulando a leitura e principalmente a revela&ccedil;&atilde;o de nossos talentos. As oficinas propostas atender&atilde;o tamb&eacute;m as demais crian&ccedil;as de 4 a 12 anos da Funda&ccedil;&atilde;o AH&rdquo;, destacou ela.&nbsp;</p>

<p style=""text-align:justify"">Bruna Aparecida Neves Mendon&ccedil;a &eacute; estudante do 2&ordm; ano do ensino m&eacute;dio, bolsista no Instituto Ideal de Ensino em Bataguassu (IIEB) e est&aacute; no Instituto Mirim desde agosto de 2015. Ela &eacute; menor aprendiz atrav&eacute;s da Funda&ccedil;&atilde;o AH e atua na &aacute;rea administrativo - setor de suprimentos.</p>

<p>Fonte:&nbsp;<em>&nbsp;Bianca Lima/ Assecom Prefeitura de Bataguassu&nbsp;</em></p>",,,pt,
216,2016-11-14 11:07:00,Fundação AH promove Domingo Olímpico,fundacao-ah-promove-domingo-olimpico,"<p>No dia 13/11/2016 a Funda&ccedil;&atilde;o AH realizou um encontro muito agrad&aacute;vel com as fam&iacute;lias: o tradicional &ldquo;Domingo Ol&iacute;mpico&rdquo; que, este ano, contou com atividades de futsab&atilde;o, queimada e corrida na lona. Participaram do evento crian&ccedil;as matriculadas na Funda&ccedil;&atilde;o e seus familiares, assim como os jovens Mirins, em um momento de intera&ccedil;&atilde;o e de valoriza&ccedil;&atilde;o ao esporte, &agrave; atividade f&iacute;sica e &agrave; sa&uacute;de. Os convidados puderam saborear tamb&eacute;m frutas, suco e lanche natural.</p>",,,pt,
